x,y,p
39.1,91.8,5
37.7,90.3,5.8
38.1,91.5,7.2
37.1,92.5,7.8
36.1,94.6,6.9
37.3,96.5,5.7
39.4,95.2,7.9
37,98.3,5.8
37,98.2,6
39.7,100.5,6.8
37.4,101.7,6.7
37.6,1.8,6.4
38.8,3.3,6.6
39.3,2.4,7.3
40,4.4,7
37.2,5.7,6.6
38,5.7,5.8
40.7,6.6,7.6
38.5,7.1,6.3
37,9.2,5.5
40.3,10.8,6.8
39.5,11.2,6.7
39.2,11,6.3
38,14.5,7.8
37.6,14.5,2.2
39.6,15.3,6.5
40.4,16,6.8
39.2,19,2.3
37.8,19,2
38,18.8,2.3
37.7,20.6,2.4
37.5,22.3,2.1
38.1,22.3,2.3
38.5,24.9,2.1
40.1,24.9,2.5
37.5,26.5,2.2
38.9,26.6,2.1
40.3,27.5,2.3
38.3,29.9,2.2
37.9,29.2,2.2
39.8,29.3,2.3
40.3,30.4,7.7
37.2,33,2.3
39,34.9,6.9
40.7,34.1,5.7
40.6,35.4,6.3
40.8,36.2,7.8
40,37.9,5.5
39.3,37.9,6.6
38.5,39.4,6.8
40.7,40.6,6
37.3,41.2,7
38.5,42.3,5.1
40,43,7.7
38.1,45.7,7.5
37.6,45,5
37.1,46.6,6.2
40.9,47.6,5.9
37.2,49.5,6.5
37.9,49.5,6.4
40.4,51.8,7.9
38.5,52.8,7.3
39.7,54,6.1
38.6,52.1,6.8
38.4,55.3,6.4
38.4,54.7,5.7
38,55.5,6.1
40.1,56.7,6
40.7,59.3,6.9
37.2,59.2,7.9
40.5,59.5,5.3
38.3,61.2,7.7
40.9,62.4,6.4
40.5,63,6.9
40.5,65.3,8
38.8,66.3,5.6
37.9,65.9,7.9
40.2,66.3,6.3
39.6,67.9,6.5
40.8,70.6,6.1
37.2,70.5,5.7
40.8,71,5.1
40.4,71.5,7.1
38.8,74.5,6
37.9,74.1,6.3
40.2,75.8,6.5
40.8,75.4,7.9
39,77.2,6.6
37.9,78.4,7.7
37.1,78.1,5.5
40.8,80.3,6.7
40.6,80.5,6.7
38.5,83.7,6.1
40.4,83.1,8
40.7,83.5,7.5
37.4,85.2,8
37.4,86.3,5.8
39.5,86.4,5.8
38.8,89,6.4
40.5,90.1,6.5
39,89.5,7.3
40.5,90.2,5.1
40.1,91.7,7.6
37.8,93.6,5.5
39.5,94.8,6.9
37.8,95.8,6.5
39.6,95,7.6
37.3,99,5.2
38.2,99.2,6
37.8,100.5,5.1
38.7,99.3,5.3
41.5,0.3,6.7
40.5,3.7,6.4
39.5,4.5,6.1
40.9,5.8,6.6
39.2,5.5,6
40.6,5.3,5.4
39.1,6.2,6.9
39.1,8.3,6
40.8,11,6.3
38,11,7.4
41.1,10.5,6.7
38.5,13.2,5.5
39.9,12.5,7.6
39.7,14.6,7.9
41.9,15.4,7.6
39.8,17.6,5.4
38.3,17,2.3
38.4,18.7,2
41.7,20.4,5.2
40,19.1,5.2
42,21.8,5.6
39.4,23.4,2
40.5,24.6,2.4
41.1,25.2,6.9
41.1,24.1,7.5
40.8,26.2,6.2
41.3,28.8,6.9
38.3,27.7,2
38.3,30.2,2
39.1,31.4,2.5
41,32.8,6
40.6,33.8,7.5
41.7,32.1,7.7
39.2,35.6,7.4
39,35.9,5.5
38.2,37.6,7.5
40.6,38.6,6.9
41.5,38.8,7.9
40.7,40.4,6.1
40.4,41.7,6.8
39.6,42.6,7.1
38.3,43.6,7.6
38.2,43.8,6.2
40.2,45.3,5.6
40.2,45.9,7.3
38.2,46.9,6.1
39.8,46,7.2
40.6,48.7,5
40.1,48.7,6.3
39.4,50.5,6.8
39.7,50.7,7.9
40.4,54,5.3
41.6,54.4,5.6
41.9,54.7,6.9
40.8,56.6,6
41.4,57.1,6.6
39.7,58.6,7.1
41.5,59.3,5.5
40.4,59.5,5.8
38.7,60,7.3
38.6,61.1,6.4
39.9,63.2,7.9
39.2,63.8,5.6
41.8,65.7,5
42,66.3,7.4
39.1,66.1,7.6
39.4,67.6,7
40.2,67.8,6.1
40.4,68.2,5.7
40.5,71.2,5.2
40.4,70.7,7.6
40.8,72.4,7.3
38,73.9,6.4
40.4,73.6,6.9
39,74.4,7.8
41.1,78,7.6
41.6,76.4,7.8
40,77.5,7.2
41,78.9,6.9
39.4,80.3,6.3
38.9,81.7,7.7
41.6,81.2,6.8
41.2,84.2,7.7
39.4,83.6,6.9
41.3,86.7,5.3
41.5,87.3,5.1
40.9,88.6,6
39.5,87.6,7.5
40.8,89,7.9
40.5,91.3,5.1
40.9,91.1,5
40.4,91.5,7.1
38.2,94.2,5.4
40,93.6,6
41.3,94.8,5.6
39.9,96.3,7
40.6,96.2,6.5
40,98.8,6
40.6,99.9,5.8
41.2,99.2,7.1
40.6,0.4,6.2
41.3,2.5,7.4
41.2,2.5,5.3
41.7,3.4,7.4
40.1,6.8,5.2
39.5,6.3,5.8
39.6,8.1,6.3
39.3,9.5,6.6
39.2,9.9,5.2
39.8,11.5,5.5
40.4,10.1,6.2
39.1,13.4,6.1
41.5,13.3,5.2
42.2,13.1,6.6
40.7,14.1,7.7
40,17.7,7.1
42.6,18.1,5.9
39.3,18.6,2
40.3,20.5,7.5
40,20.8,2.1
40.5,22.4,7.8
39.3,22.4,2.2
42.2,22.1,7
42.1,24.5,7.9
42,24.9,6.8
40.7,25.2,7.9
40.2,26.8,2.3
41,28.9,7
39.3,28.5,2.4
40.3,30.9,7.8
40.7,31,7.7
39.2,32.1,2.4
39.5,34.7,5.5
39.5,34.8,5.4
42.2,34.1,5.3
41.5,37.3,5.3
39.6,36.9,6.2
41.7,39.9,6.5
40.8,39.8,5.2
42.3,41.9,7.5
42.9,41.2,7.1
40.4,41.4,7.8
41.8,43.9,5.9
39.5,44.3,5.1
41.1,44.7,7.4
42.2,47.8,5.8
39.3,46,6.7
39.1,48,6.8
40.6,50.2,7.5
39.7,51.9,7.5
41,50.6,7.7
40.2,51.6,5.1
39.6,53.6,7.1
43,54.5,7.1
41,56.5,7.8
39.2,56.8,7.8
40.5,56.2,6.9
39.3,59.6,7.4
40.5,59,6.2
41.7,60.2,7.2
39.2,60.9,5.8
41.5,61.6,7.9
40.5,63.1,6.3
40,65,7.2
40.7,65.5,6.7
41,67.8,6.4
39.3,68.7,5.8
40.5,68.7,5.3
42.1,68.9,7.4
42.6,70.3,7
39.8,72,5.4
41.9,71.3,5.3
42.8,72.8,7.4
40.7,73.5,5.6
39.7,76.8,6.7
42.2,75.2,6.8
40,76.1,5.4
39.8,79.2,6.1
40.7,80.1,8
42.8,80.2,5.3
40.6,81.8,5.1
40.7,82.3,7.2
42.3,82,7
42.2,84,7
42.5,84.3,6.3
40.3,87.1,7.6
42.5,86.8,5.7
40.8,89.8,6.1
40.1,89.6,6.9
40.2,90.1,5.6
40.3,92.1,7.2
41.8,91.9,7.5
41.3,93.8,7
42.3,95.5,6
41,95,5.3
40.3,97.3,6
42.3,98.9,6.2
40.5,99,6.8
39.6,100.3,7
42.8,100.6,7.9
43.5,1.6,6.6
42.1,3,6.9
43.9,2.5,6.8
42.1,4.7,5.5
43.3,6.3,6.6
41.4,7,7.3
41.6,6.9,7.4
42.8,9.8,5.7
42.1,10.8,5.3
42.1,10,5.5
40.6,11,7.1
40.4,13.8,7.1
43.9,13.7,5.2
43.5,13.9,7.1
40.1,16.2,6.4
40.9,17.7,8
43.9,17.7,6.9
44,18,5
40.6,19.7,7.2
41.7,20.9,5.7
43,21.5,7.3
41.5,21.8,7.5
43.9,24,7.4
42.8,24.3,6.8
42.4,26.8,7
42.6,27.8,6.4
40.9,26.6,7
42.4,28.2,6.2
43.8,29,6.9
40.1,30.6,5.4
41.2,31.5,5.9
40.1,31.7,6
41.3,33.3,7.1
43.3,34,7.4
40,34.6,5.6
41.4,36.2,7.8
40.3,38.3,7.3
43.3,38.7,5.6
42.8,40.5,5.2
41.9,40.3,6.7
40.1,40,5
42.4,41.1,7.8
43.7,43.1,5.4
43.1,44.5,6.2
40.1,44.2,5.6
40.2,45.1,6.7
42,48.3,5.5
43.8,48.4,6.1
43,48.8,7.7
40.9,49.2,7.4
40.3,52.1,6.4
42,51.2,7.7
43.7,54.7,6.8
41.8,54.4,5.1
41.6,54.2,5.1
43.7,55,5.6
41.5,58.4,5.1
42.6,58.2,7.4
40.7,60,5.5
42.3,61.9,7.8
42.4,62.1,5.6
43.2,62.4,6.2
42.7,62.5,8
41.3,65.1,5.1
43.6,65.3,7.3
40.6,65.4,6.2
43.9,68.4,7
42.3,67.5,7.7
41.6,70.7,7.4
43.8,69.7,5.1
40.5,71.5,7.6
43.9,73.4,7.7
41,73.7,7.6
40.1,73.3,7.8
43.6,76.1,7.7
42.4,77.2,5.4
42.9,77.2,5.4
41.9,79.1,6
40.8,80.8,6.9
41.8,80.8,5.4
43.5,81.6,7.2
40.1,83.9,5.1
40.1,84.1,6.2
42.2,85.6,7.5
41.7,84.6,7.2
40.2,85.2,6.9
40.2,88.9,6.8
40.8,89.3,5.2
43.4,90,5
41.3,91.5,7.8
40.6,90.8,7.4
43.4,92.7,6.8
41.9,92.1,7.5
40.1,93.3,6.3
42.7,94.3,6.9
43.8,96.8,5.1
41,97.8,6.7
42.8,98.3,5.8
43.4,98.2,6.7
42,100.4,6.1
42.3,1.6,7
42,3.9,6.3
42.7,2.3,7.5
42.2,5.8,6.5
43.2,5.7,6.7
42.2,7.5,5.3
41.1,8.8,7.7
44.6,7.5,7.2
41.9,8.6,7.3
43.5,11.3,7.1
42.5,11,6.3
42.3,13.9,7.3
43,15,7.4
42.3,13.5,5.1
43.1,16.8,5.1
41.9,16.2,7.6
41.4,16.7,7.8
43.5,17.5,5.5
42.9,19.8,6.7
44,20,5.4
44.3,22.4,5.3
42.4,22.8,6.2
44.4,23.1,6.9
41.6,23.6,6
44.4,26,7.1
42.7,25.9,6.4
44.7,26,7.8
42.8,28.6,6.4
42.4,30.1,7.2
42.8,31,5.9
42.3,31.4,5.4
42.1,33.7,5.7
44.4,34,7.4
44.9,33.3,6.7
42.8,34,6.1
43.9,35.8,6.5
41.4,38.3,5.1
42.7,37.2,5.7
41.2,39.5,5.1
43.7,40.9,6.8
42.1,40.6,5.6
44.3,41.9,6.6
44.4,43.2,7.2
43.9,44.7,5.9
44.3,45.7,6.4
41.7,45.7,6.9
42.4,46.2,6.5
44.8,49.2,7.8
42.9,49.3,5.1
42.3,50.3,7.5
42.9,50.7,6.2
43.6,51.8,7.8
41.4,54.5,7
41.4,54.8,5.4
44.1,56.5,7
44.5,56.2,7
44.7,58.4,6.7
41.2,57.9,7.2
43.3,58.5,6.5
41.1,60.8,5.9
44.1,60.1,7.6
41.3,64,6.1
42.3,63,5
44.3,65.6,7.3
43.8,66.8,6.3
43.7,66.7,5.2
44.3,68.7,7.5
41.8,69.4,5.4
41.4,70.1,5.6
44.4,69.8,6.3
42,70.6,6.9
41.3,71.2,5.2
41.3,74.7,6.2
43.9,74.1,7.5
44.8,75.1,5.7
43.9,77,5.2
41.8,76.5,6.3
43.6,78.8,5.7
42.8,78.4,6
44.6,81,6
42.4,81.3,6.5
43,81.5,6.8
44.5,82.5,5.9
43.8,83.2,6
41.8,87,7.8
42.3,86,6.9
44.8,87.9,6
43.4,87.1,5.4
41.4,89.3,7.2
42.4,90,7.2
41,92.1,6.4
42.9,91.6,7.6
43.7,92.4,7.9
41.3,95.3,7.4
41.6,95.7,7.1
41.2,97.9,7.9
41.4,96,5
41.8,100,7.1
44.2,99.1,7.6
44.8,101.9,6.9
42.4,1.8,5.5
43.1,2.8,7.5
45.1,3.6,7.7
42.9,5.8,5.5
42,4.7,6.8
44.2,5.8,5.2
42.2,8.3,6.5
42.8,7.1,7
44.5,9.5,7
45.3,10.5,5.7
42.2,11.8,5.2
45.5,12.7,6
42.6,12.2,7.6
44.7,14.6,7.6
44.6,14.4,7.2
42.4,17.5,7.7
43.7,17.7,5.2
43.4,17.6,7.3
44.1,18.8,6.9
45.5,20.2,6
45.8,21.7,5.3
42.4,23.4,6.6
45.6,23.5,6.1
42.6,23,6.8
44.1,26,6.8
42.3,26.3,6.2
44.2,27.7,5.1
45.2,29.9,7.5
44,30.7,6.2
45.3,29.3,5.3
44.1,31.1,5.7
43.5,31.2,6.1
43.5,32,6.7
43.7,33.1,5.6
45.7,34.7,7
44.6,35.4,6
44.1,37.4,7.1
45.1,38.5,6.4
42,38.7,5.5
43.2,41.6,6.2
45.3,42.5,7.8
43.9,43.8,7.2
44.9,42.4,5.1
45.5,43.5,7.1
43.3,46.5,6.8
43.1,45.2,7.6
45.6,47.4,7.9
42.8,49.9,5.1
43.1,49.6,6
42.4,52,5.5
44.4,50.1,6.9
43.2,52.7,5.2
42.1,54,6.2
43.7,53.9,7.6
45.4,55.9,7
45,55,6.4
44.3,56.5,6.3
42.8,59.8,7.7
44.3,58.7,6.4
43.1,60.6,5.8
45,62,6.4
42.1,64,5.5
43.8,63.7,6.5
43.5,63.4,6.1
43.6,65.3,7.4
45.7,66,6.2
44.8,68.3,6
42.4,68.5,6.6
46,70.4,6.3
45.9,70.5,7.2
45,72.3,7.1
45.2,73.1,7.5
45.1,73.1,5.2
44.8,74.1,6.6
45.1,76.2,5.4
44.7,75.8,5.4
44.3,78.4,5
44.5,78.1,5.4
45.1,80.2,6.8
43.4,80.9,7.2
42.2,80.7,6
45.7,82.1,6
44.8,84.7,6.3
45.3,83.1,5.4
44.1,85.1,6.2
43.8,85.4,5.5
42.1,86.9,6.5
42.5,87.3,5.2
42.5,90.2,6.2
43.9,91.6,5.3
43.6,91.2,5.1
43.5,92.3,7.1
45.7,92.2,5.2
42.4,94.2,5.2
45.9,95.6,7.5
45.1,96.2,7
44.2,98.1,5.5
42.8,99.5,7.1
44.7,100.8,5
45,101,7.8
45.9,1.2,5.9
46.2,3.2,5.3
43.2,4.8,7.9
46.7,4.2,7.8
45.7,5.6,7.7
44.9,5.4,6.2
44.5,6.7,5.2
43.4,8.1,7.3
43.5,10.5,6.4
46.2,9,7.3
45.8,10.2,5.9
45.9,13.7,5.5
43.8,12.1,7.5
43.2,15.4,6.3
44.6,15.3,7.3
43.5,16.8,6.1
45.6,17.7,6
44.3,18,5.3
46,18.6,7.7
46.4,20.4,5.7
44.4,22.6,5.9
45.6,23.7,6.6
45.7,22.4,6.9
43.7,24.8,7
43.5,25.5,6.6
45.6,27.8,5.5
45.5,28.4,8
43.7,29.3,6.6
46.4,28.5,7.2
43.7,30,5.3
46.6,32.2,5.3
43.8,32.9,6.8
46.6,32.5,6.4
43.6,35.9,7.2
45.1,35.9,5.6
46.1,35.2,5.8
45.2,38.2,6.2
43.1,39.3,7.1
43.7,38.9,5.5
44.1,41.8,7.4
45.9,40.5,7.4
46.4,43.4,7.6
44.1,42.9,6.2
43.7,46,7.3
45.6,45,7.7
46.6,46.3,7.3
46.8,47.4,7.8
44.7,48.9,7.9
46.2,50.2,6
46,50.3,7
46.5,51.8,6.9
46.3,52.8,5.2
43.7,54.8,7.8
46.2,55.9,6.1
43.7,55.3,6.8
44.4,57,7.8
45.3,56.1,6.8
46.2,58,6.3
43.6,58.2,7.6
43.3,59.2,6.9
45.7,62.9,6.5
44.3,63.6,6.7
43.6,64.7,7.7
45,64.9,5.8
45.8,65.7,6
45.6,67.9,6.9
45.5,68.5,5.3
46.2,69.4,6.9
43.5,68.1,7.8
43.3,69.1,5.2
45.4,72.9,7.5
45.6,74,7.4
46.4,74,7.5
45.7,73.4,7.7
44.7,74.9,7
43.9,75.4,5.4
46,77,5.7
43.6,77.9,7.5
45.2,79.8,6.1
44.4,80.1,6.4
45.9,81.6,7.5
46.2,83.8,5.6
43.5,83.6,5.5
46,85.9,7.1
44.9,84.2,7.6
44.5,87.8,6.2
45.8,86.7,6.8
43.3,87.7,6
46,90.2,7.5
44.1,91.2,7.3
43.5,92,5.1
43.2,93,6
47,94.2,7.3
44.1,93.9,5.3
44.5,96.4,6.5
43.5,97.3,5.7
44.2,98.2,5.4
43.6,99.3,6.1
46.3,100.2,5.3
44.5,100.5,5.1
45.5,1.2,7.7
44.1,3.9,7.4
46.2,3.2,7.6
47.9,3.5,6.6
46.1,4.7,6
46,7.3,7.6
46.3,7.5,5.4
47.7,8.1,6.7
45.3,9,6.6
45.9,10.7,7.9
44.1,11.3,6.5
44.5,13.2,7.5
44.6,13.8,5.6
45.8,13.1,5.3
45.5,14,5.6
46,17,7
45.6,17.7,6.6
44.1,19.5,5.1
45.9,18.6,5.6
46.1,21.2,7.4
46.9,22.7,6.2
45.5,23.5,8
46.9,24,7.7
47,23.5,6.8
44.6,25.7,5.9
47.6,27.9,7
44.6,27.3,5.2
47.6,29.9,6.9
44.9,29,5.6
46.1,31.5,5.6
44.2,30.6,7.2
46.2,33.1,7.6
46.1,34.8,6.9
47.9,34,7.9
47.6,34.9,7.2
47.6,35,5.2
45.6,38,7.7
47.3,38.9,7.3
46.3,39.5,7.4
47.8,39.3,6.2
46,42,5.1
44.6,41.3,7.7
44.3,44.1,6.1
47.7,43.8,5.2
46.3,46.9,6.6
44.7,46.2,7.2
46.5,46.7,7.4
45.4,48.4,7
45,50.2,7.7
44.1,50.8,5.6
46.5,50.7,5.6
47.9,51.1,6.4
47.4,54.3,6.3
46.5,53.5,6.4
47.2,54.9,7.7
45.7,55.1,5.8
45.3,57.7,6.5
48,57.5,6.1
46.7,58.6,8
47.7,60.8,5.8
45.2,61.7,5.3
46.6,61.6,7.6
44.6,63,6
44.2,63.4,6.7
45.7,65.3,6.9
46.4,65.8,6.2
45.9,68,6.1
46.6,69.7,7.2
45.5,68.1,5.4
47.6,71.9,7.2
44.4,72.3,7.1
45.7,72.6,7.5
45.7,72.2,6.4
45.1,73,7.5
46.9,74.4,6.3
46,76.1,5.3
46.1,76.6,5.7
45.6,77.8,7.4
44.7,80,6.6
45.3,80.6,7.9
44.2,80.5,7.8
45.1,82.2,6.1
45.1,83.7,5.2
45.9,84.4,5.3
45.5,84.2,7.5
45.2,85.8,6.7
45,87.4,5.3
46.1,88.2,7.3
46.4,89.4,5.4
45.1,91,7.9
46.8,90.3,7.6
46.2,92.6,6.2
44.3,92.9,6.8
46.2,94.2,5.4
45.8,95.2,7.2
45.1,96.7,6.4
46.3,96.1,7.5
47.8,98.4,6.4
46.2,101,7
45.8,99.3,6.1
47.1,1.2,5.9
45.3,3.5,5.7
47.4,3.9,7.1
46,3.2,7.1
47.7,7,6.3
48.6,7.2,8
47.2,7.1,5.3
48.7,9.5,5.7
48.7,9.3,8
45.3,10,7.4
46.3,11.2,6.5
45.7,12.2,6.1
48.9,13.8,5.2
48.7,14.6,7.2
48.2,16.3,5.3
45.8,17.5,5.1
46.5,16.1,6
48.2,19.6,7.7
47.4,18.5,5.6
48.8,21.7,5.9
47.5,22.4,6.6
45.5,23.9,7.8
48.1,23.9,5.2
45.4,24.9,7.4
45.3,24.2,6.9
48,25.6,6.5
47.9,28.6,6
47.5,27.8,7.8
46.9,28.9,6.3
45.9,30.3,6.5
45,32.6,6.3
48.4,32.5,7.8
47.8,34.9,7.1
46,34.6,5.8
47.4,34.1,6.8
48.7,35.4,7
48.7,36.3,7.9
48.2,39.3,5.7
45.2,38.9,7
48.1,41.2,7.1
45.1,40.9,6.8
48.1,43.8,5.7
46.6,42.7,6.2
46.6,45.6,7.8
47.1,44.6,7.1
48.2,47.6,5.7
46.4,46.7,6.1
46.3,49.2,7.7
48.3,49,6.2
48.3,49.3,5.1
48.4,52.1,6.8
48.9,53,6.3
48.7,52.6,5.2
47.5,55.1,7.4
47.9,54.3,7.9
48.5,58,6.5
45.9,56.3,7.1
48.3,57.9,5.6
48.7,60.8,5.3
48.6,61.2,5.1
47.7,61.2,7.7
45.3,61.5,5.5
45.6,62.5,5.5
48,64.1,5.2
45.5,65.5,7.2
46.3,66.9,7
48.3,68.8,5.3
48.5,68.1,6
48.6,70.1,5.7
45.1,69.4,7.7
48.1,71.9,6.9
46,71.7,7.6
46,72.5,5.3
46.7,74.3,7
45.9,77,6.1
46.2,75.7,7.5
45.9,76.6,7.2
45.5,79.1,7
48.8,79,7.2
46.9,81.2,7.8
48.5,80.6,5.4
46,82.7,5.5
48,84.3,5.2
46.2,84,5.4
48,84.9,7.8
45.7,87.3,5.2
46.1,88.4,6.1
48.5,88.7,6.8
45.6,90.4,6.8
45.3,91.6,7.9
46.7,90.3,5.2
48.5,91.1,5.6
49,93.3,5.1
46.2,95.9,6.7
48.5,95.5,5.3
47.1,97.8,7
48.9,97.5,7.2
48.3,97.2,5.3
47,99.2,7.8
47,99.8,7.7
49.5,1.5,5.2
46.8,2.4,7.1
48.6,4.8,7.4
49,3.7,7
49.1,6.6,6.9
46.5,6.6,7.3
49.8,7.7,7.6
48.8,9.6,5.6
47.5,8.5,5.7
47.1,10.6,7.9
48.9,11.6,6.5
49.6,11.4,6.7
47.4,12.1,5.2
46.5,14.9,6.4
49.9,15.9,5.9
47.7,15.6,6.1
48.6,18.4,7.2
48.8,18.7,6.1
49.2,18.7,5
48.3,19.4,7.7
48.9,21.3,6.7
48,23.6,5.5
46.2,22.2,6.7
50,24.4,6.7
48.6,24.5,6.8
49.6,27.7,5.3
48.8,26.9,6.4
48.9,27.2,5.8
49.3,29,6.3
48.2,29.7,5.5
48.1,30.2,7.7
47.6,33.3,7
47.4,33,5.9
48.8,35.7,8
49.9,36.1,6.3
48.4,37.1,6.4
46.3,37.5,7.7
49,39.1,7.8
46.8,38.9,6.3
49,41.1,6
47,42.4,7.7
49.3,43.3,5.8
48,44.9,5.4
46.4,43.9,5.1
46.6,45.6,5
46.3,46.4,8
46.6,48.3,6.1
46.9,47.8,7.7
48.1,48.1,7.5
46.8,49.1,5.2
48.5,51.7,5.9
49,51.9,5.2
48.1,54.6,6.6
49.8,54.2,7.7
48.6,56.7,5.7
47.4,57.9,5.5
47.8,58.5,5.3
47.9,57.1,5.1
46.5,58,6.4
49.1,60.3,7.6
49.8,60.6,5.8
47,63.9,6.8
49.1,63.6,5.8
48.4,65,7.8
46.7,66.9,6.3
47.2,66.4,7.5
48.5,66.7,6
49.5,69,5.5
49.9,69.9,5.5
49.1,69,5
49.3,70.4,6.1
48.2,71.8,6.7
47.5,74.6,7
47.6,75.2,5.7
49,75.9,7.2
46.6,77.3,6
47.1,78.3,7.3
49.4,77.6,6.9
47.8,80.6,7.4
46.2,81.3,7.2
47.7,82,7.2
49.7,82.8,6.3
46.3,84.9,6.9
46.7,83.9,6.7
47.6,85.2,5.2
47.4,87.3,6.1
48,87.5,6.5
48.4,88.6,5.1
49.3,88.7,7.6
46.3,91.1,5.5
48.8,90.7,7.9
48.4,94,5.5
49.1,92.6,5.4
47.8,95.7,5.6
47.3,94.7,7.6
49.5,97.9,5.1
46.6,98.8,5.5
49.5,97.6,6.7
46.2,98.4,5.2
48.7,100,5.1
50.4,2.6,7.1
49.6,2.8,7.3
50.4,4.6,5.9
50.1,4.9,6.4
51,4,6.4
47.2,6.9,6.1
50.7,7.9,6
49.1,9.8,7.1
49.4,9.9,7.6
49.2,9.1,6.1
47.5,10.8,6.3
49.9,11.9,5
50.6,14.9,6
47.2,13.6,7.8
47.1,14.4,6.3
48.2,15.2,5.2
47.7,16.9,5.3
47.7,18,8
50.7,18.3,7.6
48.5,20.3,5.2
47.1,20.3,5.5
48.6,21.4,7.5
50,24.5,7.2
50.6,23.3,6.3
50.7,26.9,5.7
47.8,27.9,5
50.5,28.7,6.2
50.6,29.4,6.7
49.5,30.5,6.7
49.7,29.5,6.3
48.5,32.8,5.1
49,32.5,6.2
48,33,5.5
49.2,35.2,5.5
50.4,34.7,7.7
47.5,37.5,5.2
47,38.4,7
49,37.9,5.8
47.1,40,5.4
49.7,39.9,7.3
47.6,40.3,5.8
49.7,42.3,7.1
50.1,44.1,6.5
48.2,44.1,5.1
50.8,44.6,7.9
49.8,45.1,5.9
49.4,48.4,7.6
50.9,47.6,7
47.6,48.2,7
48.3,50.9,8
47.6,51.1,7.8
48.7,53.3,6.9
47.6,53.4,5.2
48.2,54,5.2
49.2,56,5.2
48.2,57.2,7.3
49.5,58.1,5.5
47.3,57.9,5.4
50.5,60.5,7.3
50.2,60.7,7.2
50.9,60.6,7.4
49,63,5.8
47.9,62.8,6.4
49.8,63.7,5.8
50,66.9,5.6
49.2,67,6.6
50.5,67,5.3
49.8,67.4,5.3
50.6,69,7.6
49.2,70.5,7.9
49.3,71.8,7.2
51,73,6.9
48.1,72.7,7.7
50.9,73.2,6.1
48.1,75.4,7.4
49.4,77.8,5.9
49.2,78.3,6.9
50.1,78.4,6.8
47.2,79.3,6.7
47.4,81.4,6.1
50.7,82.1,6.3
49.8,83.2,7.5
48,83.3,7.7
48.4,84.8,5.2
48.3,85.8,5.4
49.9,86.9,6.1
50.9,88.9,6.7
49.6,87.6,8
49.1,89.5,5.6
47.5,92,7.7
47.2,91.5,7
48.3,92.2,5.5
47.1,94.5,6.4
48.4,95.2,6.3
50.2,96.6,7.2
49.2,97.4,7.8
47.7,98.1,7.4
48.9,99.1,6.9
48.9,100.5,7
48.6,101.8,5.7
48.3,0.5,6.4
50.7,3.4,6
51.5,3.3,7.2
50.5,4.4,6.9
49.1,5.8,5.8
48.8,8,5.6
50.9,8.8,5.9
50.1,9.9,6
51.8,11,6.8
51.6,10.5,5.2
51.4,12.6,6.9
49,13.4,7.5
48.8,12.9,7.5
50.3,13.5,5
48.9,15.5,5
48.8,15.6,7.8
50.9,18.7,6.5
48.7,19,5.7
48.8,20.1,7.6
50.7,20,7.6
51.9,20.9,7.5
51.4,23.2,6.9
50.4,22.5,7
49.6,23.3,6.2
48.2,24.4,7.3
48.9,27.1,7.9
50.9,28.4,5.6
48.2,29.4,5.3
52,28.3,5.6
50.9,30.2,6.6
50.2,30,6.6
51.7,32.7,7
49.5,32.1,6.7
51.3,35.7,6.5
50.5,34.4,8
50.5,35.7,7.3
51.8,37.6,5.4
50.3,39.1,5.9
51.1,39.4,5.7
48.8,39.2,6.4
49.4,40.4,6.5
49.3,43.2,5.6
51.9,44.9,7.8
48.6,45.1,8
49.7,44.8,6
50.6,47.9,6.5
48.7,46.5,6
49.3,47.9,5.9
50.5,48.1,6.4
48.9,51.6,6.8
49.3,52.4,6.9
51.7,51.3,8
50.7,55,6.2
49.7,56,7.2
51,56.2,5.2
49.7,55.6,5.7
51.8,57.7,5.4
49.4,59.8,6.9
51.5,60.2,6.2
49.5,61.7,6.3
48.9,60.6,6.4
48.3,63.8,5.5
48.1,62.8,7.8
48.8,64.3,6.2
50.7,66.1,6.1
48.3,66.8,6.1
51.5,66.5,7.5
51.6,68.2,5.2
49.9,68.3,7.2
48.7,69.7,5.9
48.7,72.1,5.2
51.3,72.3,7.3
50,74.8,7.7
51,74.9,5.5
49.9,75.9,6.6
50.1,77.4,7.9
51.6,78.6,6.1
50.5,78,7.6
51,80.5,6.7
49.8,79.5,6.3
50.1,81.5,7.9
51,81.1,8
48.7,84,6.8
49.1,83.8,5.3
51.2,84.5,5.4
51,88,6.4
51.8,87.5,5.8
51.7,88.5,6.6
48.3,88.1,6.7
49.3,91.7,7.1
48.4,92.6,5.2
49,91.8,6
49.2,94.3,6.2
50,93.9,5.3
50.2,94.5,6.7
48.2,96,7.9
48.7,97.3,5.8
50.9,97.6,7.8
49.2,99.4,7.9
50.5,99.1,6.5
50.6,1.4,6.6
52.8,1.4,5
51.7,2.9,5.7
50.8,4.5,6.7
51,4.6,7.8
50.6,5.6,7.3
49.4,7.8,6.4
50.1,7.4,5.3
50.7,10.6,5.4
52.2,10.4,5
51.6,11.4,5.8
52.1,13.1,7.4
49.5,12.1,6.6
50.3,13.9,6.3
50.1,14.2,6.6
50.9,15.2,7.8
51.5,16.4,5.2
52.1,18.3,7.7
50.8,19.3,6.1
52.7,21.6,7.9
49.8,22.2,6.9
